Original_X,L2_X,L3_X,TLC_X,Original_CX,L2_CX,L3_CX,TLC_CX,Original_Layers,L2_Layers,L3_Layers,TLC_Layers,L2_Time,L3_Time,TLC_Time,Original_Cost,L2_Cost,L3_Cost,TLC_Cost,L3_Unitary,TLC_Unitary,L3_Unitary_X,TLC_Unitary_X,L3_Unitary_CX,TLC_Unitary_CX,L3_Unitary_CCX,TLC_Unitary_CCX,Template_Matched,Template_Matching_Time,Template_Substitution_Time,Optimization_Pass_Time
8,2,2,2,2,2,2,2,5,3,3,4,0.0013282299041748047,0.002534151077270508,0.04402017593383789,12,6,6,6,0,0,0,0,0,0,0,0,False,0.028437137603759766,0,0.003432750701904297
8,0,0,0,2,2,2,2,5,2,2,2,0.0011010169982910156,0.002479076385498047,0.018453121185302734,12,4,4,4,0,0,0,0,0,0,0,0,False,0.004373311996459961,0,0.0027158260345458984
8,0,0,0,3,3,3,3,5,3,3,3,0.0013077259063720703,0.002336740493774414,0.02117776870727539,14,6,6,6,0,0,0,0,0,0,0,0,False,0.006307840347290039,0,0.0032362937927246094
8,2,2,2,3,3,3,3,5,3,3,5,0.0014421939849853516,0.002671957015991211,0.0510561466217041,14,8,8,8,0,0,0,0,0,0,0,0,False,0.036293745040893555,0,0.003359079360961914
8,0,0,0,3,1,1,1,5,1,1,1,0.0011048316955566406,0.0017249584197998047,0.014124870300292969,14,2,2,2,0,0,0,0,0,0,0,0,False,0.0011799335479736328,0,0.002563953399658203
8,2,2,1,3,3,3,1,5,3,3,2,0.0013461112976074219,0.0023522377014160156,0.0518491268157959,14,8,8,5,0,1,0,2,0,0,0,0,False,0.03792428970336914,0,0.002930164337158203
8,2,2,2,3,3,3,3,5,3,3,5,0.00144195556640625,0.002471923828125,0.0524599552154541,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03600192070007324,0,0.004009246826171875
8,2,2,2,3,3,3,3,5,3,3,4,0.00154876708984375,0.0027468204498291016,0.05273914337158203,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03663229942321777,0,0.0037779808044433594
7,1,1,1,3,3,3,3,5,3,3,3,0.0013680458068847656,0.0022668838500976562,0.03161811828613281,13,7,7,7,0,0,0,0,0,0,0,0,False,0.01760387420654297,0,0.0029718875885009766
7,1,1,1,3,3,3,3,5,3,3,4,0.0014929771423339844,0.0023832321166992188,0.02968907356262207,13,7,7,7,0,0,0,0,0,0,0,0,False,0.015222311019897461,0,0.0033261775970458984
7,1,1,1,3,1,1,1,5,2,2,2,0.0012180805206298828,0.0019118785858154297,0.018383264541625977,13,3,3,3,0,0,0,0,0,0,0,0,False,0.005177974700927734,0,0.0027501583099365234
7,1,1,0,3,3,3,1,5,3,3,2,0.0012583732604980469,0.002232074737548828,0.030809879302978516,13,7,7,4,0,1,0,2,0,0,0,0,False,0.01711583137512207,0,0.0027511119842529297
7,1,1,1,3,3,3,3,5,3,3,4,0.0012950897216796875,0.002357959747314453,0.03138089179992676,13,7,7,7,0,0,0,0,0,0,0,0,False,0.015541315078735352,0,0.0037047863006591797
7,1,1,1,3,3,3,3,5,3,3,4,0.001405954360961914,0.0025930404663085938,0.031246185302734375,13,7,7,7,0,0,0,0,0,0,0,0,False,0.015689849853515625,0,0.0033690929412841797
10,2,2,2,2,2,2,2,5,3,3,4,0.0014009475708007812,0.0024840831756591797,0.04287600517272949,14,6,6,6,0,0,0,0,0,0,0,0,False,0.02729940414428711,0,0.0033872127532958984
9,1,1,1,2,2,2,2,5,3,3,3,0.0012819766998291016,0.002568960189819336,0.027076005935668945,13,5,5,5,0,0,0,0,0,0,0,0,False,0.011308431625366211,0,0.003372669219970703
9,3,3,3,2,2,2,2,5,3,3,4,0.0013570785522460938,0.0024766921997070312,0.07445788383483887,13,7,7,7,0,0,0,0,0,0,0,0,False,0.0585935115814209,0,0.003523111343383789
9,1,1,1,2,2,2,2,5,3,3,3,0.0012869834899902344,0.0022001266479492188,0.02606797218322754,13,5,5,5,0,0,0,0,0,0,0,0,False,0.012145757675170898,0,0.0029909610748291016
8,0,0,0,2,2,2,2,5,2,2,2,0.00127410888671875,0.002148151397705078,0.018299102783203125,12,4,4,4,0,0,0,0,0,0,0,0,False,0.004681825637817383,0,0.0026056766510009766
8,2,2,2,2,2,2,2,5,3,3,3,0.0013191699981689453,0.002264261245727539,0.04335284233093262,12,6,6,6,0,0,0,0,0,0,0,0,False,0.028484582901000977,0,0.0033431053161621094
8,2,2,2,2,2,2,2,5,3,3,3,0.0015299320220947266,0.0023720264434814453,0.04262089729309082,12,6,6,6,0,0,0,0,0,0,0,0,False,0.028319358825683594,0,0.003014087677001953
8,2,2,2,3,3,3,3,5,3,3,3,0.0013818740844726562,0.0023789405822753906,0.054492950439453125,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03734588623046875,0,0.004107952117919922
8,2,2,2,3,3,3,3,5,3,3,4,0.0015630722045898438,0.0029859542846679688,0.0531153678894043,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03633832931518555,0,0.003979921340942383
8,2,2,1,3,3,3,1,5,3,3,3,0.0013833045959472656,0.00249481201171875,0.05114388465881348,14,8,8,5,0,1,0,2,0,0,0,0,False,0.03703880310058594,0,0.002955198287963867
8,0,0,0,3,1,1,1,5,1,1,1,0.0010919570922851562,0.0017242431640625,0.013432025909423828,14,2,2,2,0,0,0,0,0,0,0,0,False,0.0011823177337646484,0,0.002263784408569336
8,2,2,2,3,3,3,3,5,3,3,4,0.001329183578491211,0.002382040023803711,0.05224299430847168,14,8,8,8,0,0,0,0,0,0,0,0,False,0.036066532135009766,0,0.004081010818481445
8,0,0,0,3,3,3,3,5,3,3,3,0.0014100074768066406,0.0028450489044189453,0.02198314666748047,14,6,6,6,0,0,0,0,0,0,0,0,False,0.00674891471862793,0,0.0035681724548339844
