Num_Qubits,Num_Layers,Original_X,L2_X,L3_X,TLC_X,Original_CX,L2_CX,L3_CX,TLC_CX,Original_CCX,L2_CCX,Original_Layers,L2_Layers,L3_Layers,TLC_Layers,L2_Time,L3_Time,TLC_Time,Original_Cost,L2_Cost,L3_Cost,TLC_Cost,L3_Unitary,TLC_Unitary,L3_Unitary_X,TLC_Unitary_X,L3_Unitary_CX,TLC_Unitary_CX,L3_Unitary_CCX,TLC_Unitary_CCX,Template_Matched,Template_Matching_Time,Template_Substitution_Time,Optimization_Pass_Time
10,20,21,21,16,11,31,31,112,112,15,15,20,20,94,107,0.006534099578857422,0.030605077743530273,165.88567090034485,398,398,385,383,3,3,12,12,3,3,0,0,False,165.70424437522888,0,0.05716252326965332
10,20,22,22,19,11,29,29,96,94,12,12,20,20,88,88,0.006415128707885742,0.025630950927734375,95.3726110458374,332,332,326,323,2,3,8,12,2,3,0,0,True,95.04979014396667,0.07720613479614258,0.07325506210327148
10,20,25,25,20,18,26,26,96,96,13,13,20,20,119,106,0.006561994552612305,0.026448726654052734,150.66630291938782,350,350,341,337,3,3,14,14,4,4,0,0,False,150.50807881355286,0,0.04982304573059082
10,20,19,19,15,8,27,27,117,115,15,15,20,20,99,105,0.006797075271606445,0.029021024703979492,167.2741403579712,388,388,385,381,0,1,0,4,0,1,0,0,False,167.09183359146118,0,0.05569744110107422
10,20,28,28,17,10,23,23,100,100,15,15,20,20,83,79,0.006651163101196289,0.02840590476989746,135.36921286582947,389,389,372,369,4,4,20,20,6,6,0,0,False,135.2057089805603,0,0.054004669189453125
10,20,25,25,19,13,25,25,118,118,16,16,20,20,104,110,0.0066640377044677734,0.030427932739257812,189.96766114234924,411,411,404,401,1,1,4,4,1,1,0,0,False,189.76826810836792,0,0.05797696113586426
10,20,26,26,19,14,35,35,127,127,17,17,20,20,100,134,0.006681680679321289,0.033576250076293945,228.6488230228424,453,453,444,440,4,4,18,18,5,5,0,0,False,228.42692375183105,0,0.06769895553588867
10,20,19,19,17,13,34,34,106,104,12,12,20,20,84,85,0.006486654281616211,0.025861263275146484,140.07059288024902,339,339,338,334,0,1,0,4,0,1,0,0,False,139.9172806739807,0,0.04951977729797363
10,20,20,20,12,4,19,19,148,144,22,22,20,20,130,139,0.006657838821411133,0.036907196044921875,187.12846302986145,520,520,515,502,1,3,4,12,1,3,0,0,False,186.8587896823883,0,0.07268524169921875
10,20,21,21,16,7,17,17,123,121,18,18,20,20,118,120,0.006449222564697266,0.030562877655029297,192.7408492565155,433,433,429,422,1,2,4,8,1,2,0,0,False,192.52858328819275,0,0.0627129077911377
10,20,22,22,19,13,30,30,85,85,10,10,20,20,71,75,0.005398988723754883,0.022626161575317383,132.22439789772034,292,292,292,289,2,2,10,10,3,3,0,0,False,132.0976619720459,0,0.04427170753479004
